path,p,card,supported,extreme,unsupported,min1,min2,max1,max2,width1,width2,filter_time,spCard1,spCard2,spSupported1,spSupported2,spExtreme1,spExtreme2,spUnsupported1,spUnsupported2,spCard3,spSupported3,spExtreme3,spUnsupported3,spCard4,spSupported4,spExtreme4,spUnsupported4,spCard5,spSupported5,spExtreme5,spUnsupported5,min3,max3,width3,min4,max4,width4,min5,max5,width5
results/algorithm1/alg1-prob-3-100|100|100|100-mmmm-4_1.json,3,38459,258,258,38201,175,404,39403,39206,39228,38802,6.1802,100,100,26,26,26,26,74,74,100,21,21,79,100,17,17,83,NA,NA,NA,NA,228,38621,38393,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-mmmm-4_2.json,3,43481,271,271,43210,140,241,39503,38778,39363,38537,6.6067,100,100,23,26,23,26,77,74,100,26,26,74,100,21,21,79,NA,NA,NA,NA,65,38136,38071,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-mmmm-4_3.json,3,43515,292,292,43223,43,275,39436,39302,39393,39027,6.6921,100,100,26,26,26,26,74,74,100,26,26,74,100,21,21,79,NA,NA,NA,NA,199,39149,38950,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-mmmm-4_4.json,3,49505,287,287,49218,88,303,38716,39301,38628,38998,6.6971,100,100,23,23,23,23,77,77,100,26,26,74,100,26,26,74,NA,NA,NA,NA,288,38690,38402,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-mmmm-4_5.json,3,38459,258,258,38201,175,404,39403,39206,39228,38802,6.4387,100,100,26,26,26,26,74,74,100,21,21,79,100,17,17,83,NA,NA,NA,NA,228,38621,38393,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uull-4_1.json,3,18357,620,620,17737,657,433,39562,39782,38905,39349,2.9529,100,100,100,100,100,100,0,0,100,10,10,90,100,8,8,92,NA,NA,NA,NA,256,39430,39174,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uull-4_2.json,3,15503,580,580,14923,290,250,39607,39861,39317,39611,2.416,100,100,100,100,100,100,0,0,100,9,9,91,100,8,8,92,NA,NA,NA,NA,252,39438,39186,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uull-4_3.json,3,20015,631,631,19384,484,316,39528,39579,39044,39263,3.2493,100,100,100,100,100,100,0,0,100,10,10,90,100,9,9,91,NA,NA,NA,NA,170,38697,38527,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uull-4_4.json,3,14112,590,590,13522,118,270,39060,38634,38942,38364,2.336,100,100,100,100,100,100,0,0,100,9,9,91,100,12,12,88,NA,NA,NA,NA,522,39542,39020,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uull-4_5.json,3,14792,584,584,14208,171,109,39481,39238,39310,39129,2.367,100,100,100,100,100,100,0,0,100,9,9,91,100,9,9,91,NA,NA,NA,NA,354,39071,38717,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uuuu-4_1.json,3,8138,85,85,8053,431,340,39188,39269,38757,38929,2.6402,100,100,8,16,8,16,92,84,100,8,8,92,100,12,12,88,NA,NA,NA,NA,483,39823,39340,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uuuu-4_2.json,3,9096,79,79,9017,685,132,39524,39578,38839,39446,2.3972,100,100,9,10,9,10,91,90,100,9,9,91,100,9,9,91,NA,NA,NA,NA,589,39526,38937,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uuuu-4_3.json,3,11648,73,73,11575,180,71,39654,39673,39474,39602,2.4509,100,100,8,9,8,9,92,91,100,11,11,89,100,9,9,91,NA,NA,NA,NA,312,39729,39417,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uuuu-4_4.json,3,10939,99,99,10840,569,217,39722,39544,39153,39327,2.857,100,100,16,11,16,11,84,89,100,9,9,91,100,8,8,92,NA,NA,NA,NA,770,39797,39027,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100-uuuu-4_5.json,3,10641,67,67,10574,216,216,39689,39763,39473,39547,2.4815,100,100,8,6,8,6,92,94,100,11,11,89,100,8,8,92,NA,NA,NA,NA,201,39862,39661,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-lllll-5_1.json,3,145550,NA,2594,NA,406,316,48254,48454,47848,48138,6.034,100,100,100,100,100,100,0,0,100,100,100,0,100,100,100,0,100,100,100,0,743,48982,48239,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-lllll-5_2.json,3,152282,NA,2633,NA,456,291,48288,49219,47832,48928,6.1089,100,100,100,100,100,100,0,0,100,100,100,0,100,100,100,0,100,100,100,0,542,48876,48334,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-lllll-5_3.json,3,148336,NA,2630,NA,418,273,48372,49422,47954,49149,6.0038,100,100,100,100,100,100,0,0,100,100,100,0,100,100,100,0,100,100,100,0,409,48912,48503,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-lllll-5_4.json,3,142056,NA,2584,NA,120,310,49265,48627,49145,48317,6.1996,100,100,100,100,100,100,0,0,100,100,100,0,100,100,100,0,100,100,100,0,315,49088,48773,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-lllll-5_5.json,3,146516,NA,2631,NA,204,268,48955,48794,48751,48526,6.3108,100,100,100,100,100,100,0,0,100,100,100,0,100,100,100,0,100,100,100,0,420,48403,47983,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-mmmmm-5_1.json,3,108198,426,426,107772,171,419,48123,49213,47952,48794,29.8025,100,100,23,25,23,25,77,75,100,26,26,74,100,26,26,74,100,21,21,79,339,48548,48209,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-mmmmm-5_2.json,3,108879,405,405,108474,126,388,49209,49133,49083,48745,27.8978,100,100,23,25,23,25,77,75,100,26,26,74,100,26,26,74,100,17,17,83,235,48441,48206,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-mmmmm-5_3.json,3,104111,437,437,103674,108,336,49009,49101,48901,48765,27.0024,100,100,23,25,23,25,77,75,100,26,26,74,100,26,26,74,100,22,22,78,171,48495,48324,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-mmmmm-5_4.json,3,128637,348,348,128289,196,199,48645,49410,48449,49211,29.9742,100,100,23,23,23,23,77,77,100,21,21,79,100,21,21,79,100,17,17,83,334,48584,48250,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-mmmmm-5_5.json,3,119105,427,427,118678,99,298,49235,48927,49136,48629,27.6471,100,100,23,26,23,26,77,74,100,26,26,74,100,26,26,74,100,22,22,78,166,48615,48449,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuull-5_1.json,3,28857,699,699,28158,423,361,48364,49003,47941,48642,7.3413,100,100,100,100,100,100,0,0,100,8,8,92,100,9,9,91,100,12,12,88,411,49388,48977,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuull-5_2.json,3,33293,703,703,32590,633,434,49205,49666,48572,49232,8.2015,100,100,100,100,100,100,0,0,100,6,6,94,100,10,10,90,100,8,8,92,270,49308,49038,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuull-5_3.json,3,35612,745,745,34867,378,295,48948,48980,48570,48685,9.6362,100,100,100,100,100,100,0,0,100,16,16,84,100,11,11,89,100,12,12,88,815,49755,48940,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuull-5_4.json,3,46167,734,734,45433,594,113,49476,48708,48882,48595,11.514,100,100,100,100,100,100,0,0,100,16,16,84,100,11,11,89,100,9,9,91,948,49379,48431,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuull-5_5.json,3,28454,738,738,27716,464,223,49347,49525,48883,49302,7.384,100,100,100,100,100,100,0,0,100,6,6,94,100,16,16,84,100,8,8,92,536,49465,48929,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuuuu-5_1.json,3,14519,89,89,14430,341,209,49398,49686,49057,49477,6.5781,100,100,8,6,8,6,92,94,100,9,9,91,100,8,8,92,100,9,9,91,350,49608,49258,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuuuu-5_2.json,3,17266,107,107,17159,667,281,49037,49157,48370,48876,6.8474,100,100,8,6,8,6,92,94,100,10,10,90,100,9,9,91,100,12,12,88,571,49657,49086,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuuuu-5_3.json,3,21607,127,127,21480,442,239,49613,49500,49171,49261,9.1722,100,100,8,16,8,16,92,84,100,11,11,89,100,8,8,92,100,9,9,91,541,49595,49054,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuuuu-5_4.json,3,16350,102,102,16248,823,281,49394,49623,48571,49342,6.3389,100,100,6,9,6,9,94,91,100,10,10,90,100,9,9,91,100,8,8,92,622,49658,49036,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-100|100|100|100|100-uuuuu-5_5.json,3,17101,128,128,16973,632,349,49134,49088,48502,48739,7.8253,100,100,8,16,8,16,92,84,100,9,9,91,100,8,8,92,100,12,12,88,850,49762,48912,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ll-2_1.json,3,5520,858,858,4662,82,41,19636,19833,19554,19792,0.265,200,200,200,200,200,200,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,19953,19841,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ll-2_2.json,3,5548,856,856,4692,20,55,19917,19845,19897,19790,0.2487,200,200,200,200,200,200,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,19888,19824,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ll-2_3.json,3,5795,844,844,4951,148,39,19558,19887,19410,19848,0.2479,200,200,200,200,200,200,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,19874,19681,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ll-2_4.json,3,5395,853,853,4542,10,95,19739,19760,19729,19665,0.2418,200,200,199,200,199,200,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,19811,19746,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ll-2_5.json,3,5642,853,853,4789,123,59,19755,19851,19632,19792,0.2388,200,200,200,200,200,200,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,19756,19610,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-mm-2_1.json,3,5544,92,92,5452,26,19,19134,19926,19108,19907,0.2823,200,200,25,29,25,29,175,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,19505,19471,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-mm-2_2.json,3,5024,99,99,4925,44,33,19910,19359,19866,19326,0.2715,200,200,34,25,34,25,166,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,19942,19873,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-mm-2_3.json,3,5190,101,101,5089,148,18,19965,19697,19817,19679,0.2604,200,200,32,31,32,31,168,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,19615,19583,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-mm-2_4.json,3,5024,101,101,4923,17,28,19590,19625,19573,19597,0.2654,200,200,34,29,34,29,166,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,19561,19514,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-mm-2_5.json,3,5405,92,92,5313,26,27,19852,19740,19826,19713,0.2797,200,200,31,25,31,25,169,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,19546,19542,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ul-2_1.json,3,2603,292,292,2311,13,28,19799,19820,19786,19792,0.245,200,200,200,12,200,12,0,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,19920,19773,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ul-2_2.json,3,2425,269,269,2156,5,57,19933,19796,19928,19739,0.2336,200,200,200,11,200,11,0,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,19762,19546,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ul-2_3.json,3,2111,257,257,1854,82,47,19872,19961,19790,19914,0.2443,200,200,200,9,200,9,0,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,19885,19852,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ul-2_4.json,3,1802,267,267,1535,14,81,19882,19861,19868,19780,0.2406,200,200,199,8,199,8,1,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,19882,19843,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-ul-2_5.json,3,2363,277,277,2086,8,57,19737,19841,19729,19784,0.2374,200,200,200,11,200,11,0,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,19914,19766,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-uu-2_1.json,3,2537,33,33,2504,13,18,19813,19856,19800,19838,0.2376,200,200,11,12,11,12,189,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,19768,19448,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-uu-2_2.json,3,2193,31,31,2162,163,62,19886,19761,19723,19699,0.2582,200,200,11,12,11,12,189,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,19791,19586,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-uu-2_3.json,3,1754,30,30,1724,64,10,19932,19819,19868,19809,0.2671,200,200,9,14,9,14,191,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,19808,19737,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-uu-2_4.json,3,1826,35,35,1791,69,74,19898,19941,19829,19867,0.2524,200,200,15,9,15,9,185,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,19931,19816,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200-uu-2_5.json,3,1746,28,28,1718,43,38,19798,19937,19755,19899,0.2514,200,200,11,9,11,9,189,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,19871,19697,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-lll-3_1.json,3,42441,1960,1960,40481,20,133,29658,29749,29638,29616,6.1723,200,200,200,199,200,199,0,1,200,200,200,0,NA,NA,NA,NA,NA,NA,NA,NA,66,29787,29721,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-lll-3_2.json,3,41602,1930,1930,39672,26,149,29702,29832,29676,29683,6.0732,200,200,200,199,200,199,0,1,200,200,200,0,NA,NA,NA,NA,NA,NA,NA,NA,34,29819,29785,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-lll-3_3.json,3,42441,1960,1960,40481,20,133,29658,29749,29638,29616,6.2786,200,200,200,199,200,199,0,1,200,200,200,0,NA,NA,NA,NA,NA,NA,NA,NA,66,29787,29721,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-lll-3_4.json,3,42713,1991,1991,40722,81,82,29744,29708,29663,29626,6.3059,200,200,200,200,200,200,0,0,200,200,200,0,NA,NA,NA,NA,NA,NA,NA,NA,187,29676,29489,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-lll-3_5.json,3,42498,1972,1972,40526,133,76,29742,29583,29609,29507,6.3216,200,200,200,200,200,200,0,0,200,200,200,0,NA,NA,NA,NA,NA,NA,NA,NA,209,29683,29474,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-mmm-3_1.json,3,47461,192,192,47269,29,34,29258,29410,29229,29376,5.558,200,200,31,25,31,25,169,175,200,29,29,171,NA,NA,NA,NA,NA,NA,NA,NA,8,29109,29101,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-mmm-3_2.json,3,41035,188,188,40847,134,31,29625,29090,29491,29059,5.1405,200,200,23,32,23,32,177,168,200,25,25,175,NA,NA,NA,NA,NA,NA,NA,NA,62,29644,29582,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-mmm-3_3.json,3,42590,204,204,42386,132,33,29597,29740,29465,29707,5.5737,200,200,31,25,31,25,169,175,200,31,31,169,NA,NA,NA,NA,NA,NA,NA,NA,17,29208,29191,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-mmm-3_4.json,3,42348,187,187,42161,95,19,29771,29227,29676,29208,5.17,200,200,23,31,23,31,177,169,200,25,25,175,NA,NA,NA,NA,NA,NA,NA,NA,46,29427,29381,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-mmm-3_5.json,3,40267,182,182,40085,171,20,29229,29685,29058,29665,5.0484,200,200,23,31,23,31,177,169,200,29,29,171,NA,NA,NA,NA,NA,NA,NA,NA,34,28972,28938,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-ull-3_1.json,3,16559,927,927,15632,149,69,29620,29969,29471,29900,2.5875,200,200,200,200,200,200,0,0,200,7,7,193,NA,NA,NA,NA,NA,NA,NA,NA,70,29766,29696,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-ull-3_2.json,3,21357,1005,1005,20352,49,159,29616,29814,29567,29655,3.3289,200,200,200,199,200,199,0,1,200,15,15,185,NA,NA,NA,NA,NA,NA,NA,NA,112,29826,29714,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-ull-3_3.json,3,16475,958,958,15517,292,31,29970,29746,29678,29715,2.5191,200,200,200,200,200,200,0,0,200,7,7,193,NA,NA,NA,NA,NA,NA,NA,NA,106,29781,29675,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-ull-3_4.json,3,15095,948,948,14147,50,65,29958,29732,29908,29667,2.498,200,200,200,200,200,200,0,0,200,9,9,191,NA,NA,NA,NA,NA,NA,NA,NA,132,29796,29664,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-ull-3_5.json,3,19594,975,975,18619,50,177,29873,29785,29823,29608,3.3007,200,200,200,200,200,200,0,0,200,15,15,185,NA,NA,NA,NA,NA,NA,NA,NA,128,29871,29743,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-uuu-3_1.json,3,8212,54,54,8158,168,122,29846,29737,29678,29615,2.4538,200,200,11,9,11,9,189,191,200,12,12,188,NA,NA,NA,NA,NA,NA,NA,NA,268,29709,29441,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-uuu-3_2.json,3,6693,58,58,6635,43,114,29837,29794,29794,29680,1.9942,200,200,11,15,11,15,189,185,200,8,8,192,NA,NA,NA,NA,NA,NA,NA,NA,274,29733,29459,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-uuu-3_3.json,3,8367,55,55,8312,34,79,29845,29691,29811,29612,2.4123,200,200,11,9,11,9,189,191,200,14,14,186,NA,NA,NA,NA,NA,NA,NA,NA,281,29617,29336,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-uuu-3_4.json,3,9016,59,59,8957,181,116,29769,29817,29588,29701,2.6214,200,200,12,9,12,9,188,191,200,12,12,188,NA,NA,NA,NA,NA,NA,NA,NA,232,29801,29569,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200-uuu-3_5.json,3,6779,51,51,6728,48,162,29852,29897,29804,29735,2.4263,200,200,15,8,15,8,185,192,200,9,9,191,NA,NA,NA,NA,NA,NA,NA,NA,159,29813,29654,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-llll-4_1.json,3,174312,3537,3537,170775,312,100,39825,39480,39513,39380,49.4484,200,200,200,200,200,200,0,0,200,200,200,0,200,200,200,0,NA,NA,NA,NA,236,39469,39233,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-llll-4_2.json,3,169367,3501,3501,165866,102,159,39731,39737,39629,39578,45.0477,200,200,200,200,200,200,0,0,200,200,200,0,200,200,200,0,NA,NA,NA,NA,189,39742,39553,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-llll-4_3.json,3,166443,3446,3446,162997,139,165,39677,39590,39538,39425,45.5594,200,200,200,200,200,200,0,0,200,200,200,0,200,200,200,0,NA,NA,NA,NA,190,39230,39040,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-llll-4_4.json,3,172671,3488,3487,169183,164,150,39268,39727,39104,39577,48.0359,200,200,200,200,200,200,0,0,200,199,199,1,200,200,200,0,NA,NA,NA,NA,226,39776,39550,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-llll-4_5.json,3,185138,3567,3567,181571,373,84,39161,39663,38788,39579,49.5943,200,200,200,200,200,200,0,0,200,200,200,0,200,200,200,0,NA,NA,NA,NA,217,39419,39202,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-mmmm-4_1.json,3,217149,305,305,216844,63,31,39205,39118,39142,39087,50.3223,200,200,31,25,31,25,169,175,200,24,24,176,200,25,25,175,NA,NA,NA,NA,64,39488,39424,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-mmmm-4_2.json,3,190384,327,327,190057,130,46,39501,39426,39371,39380,49.3823,200,200,23,31,23,31,177,169,200,25,25,175,200,32,32,168,NA,NA,NA,NA,40,38993,38953,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-mmmm-4_3.json,3,166263,350,350,165913,146,61,39050,39531,38904,39470,44.7118,200,200,34,25,34,25,166,175,200,31,31,169,200,29,29,171,NA,NA,NA,NA,61,38879,38818,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-mmmm-4_4.json,3,161142,358,358,160784,169,46,39459,39021,39290,38975,42.2685,200,200,34,24,34,24,166,176,200,32,32,168,200,31,31,169,NA,NA,NA,NA,80,39479,39399,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-mmmm-4_5.json,3,176825,338,338,176487,93,52,39556,38425,39463,38373,42.4564,200,200,34,24,34,24,166,176,200,32,32,168,200,25,25,175,NA,NA,NA,NA,93,39761,39668,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uull-4_1.json,3,45072,1198,1198,43874,254,203,39519,39645,39265,39442,11.3523,200,200,200,200,200,200,0,0,200,15,15,185,200,12,12,188,NA,NA,NA,NA,114,39630,39516,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uull-4_2.json,3,42094,1187,1187,40907,52,104,39712,39494,39660,39390,10.7635,200,200,200,200,200,200,0,0,200,11,11,189,200,14,14,186,NA,NA,NA,NA,284,39628,39344,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uull-4_3.json,3,43512,1190,1190,42322,196,111,39687,39676,39491,39565,11.2259,200,200,200,200,200,200,0,0,200,12,12,188,200,12,12,188,NA,NA,NA,NA,233,39620,39387,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uull-4_4.json,3,40388,1157,1157,39231,173,83,39748,39629,39575,39546,10.0585,200,200,200,200,200,200,0,0,200,7,7,193,200,14,14,186,NA,NA,NA,NA,147,39602,39455,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uull-4_5.json,3,43057,1171,1171,41886,230,96,39880,39615,39650,39519,11.1342,200,200,200,200,200,200,0,0,200,11,11,189,200,9,9,191,NA,NA,NA,NA,327,39518,39191,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uuuu-4_1.json,3,16655,82,82,16573,97,79,39655,39870,39558,39791,8.7451,200,200,11,12,11,12,189,188,200,7,7,193,200,8,8,192,NA,NA,NA,NA,317,39763,39446,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uuuu-4_2.json,3,15928,91,91,15837,46,85,39677,39614,39631,39529,8.3334,200,200,11,11,11,11,189,189,200,8,8,192,200,14,14,186,NA,NA,NA,NA,373,39534,39161,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uuuu-4_3.json,3,19816,109,109,19707,210,216,39613,39738,39403,39522,9.4544,200,200,11,15,11,15,189,185,200,9,9,191,200,12,12,188,NA,NA,NA,NA,317,39779,39462,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uuuu-4_4.json,3,16624,87,87,16537,56,197,39658,39837,39602,39640,10.8496,200,200,11,15,11,15,189,185,200,8,8,192,200,9,9,191,NA,NA,NA,NA,302,39737,39435,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200-uuuu-4_5.json,3,19012,101,101,18911,87,140,39726,39890,39639,39750,9.9415,200,200,12,15,12,15,188,185,200,9,9,191,200,9,9,191,NA,NA,NA,NA,320,39779,39459,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200|200-lllll-5_1.json,3,498275,NA,5612,NA,302,120,48814,48894,48512,48774,33.9342,200,200,200,200,200,200,0,0,200,200,200,0,200,199,199,1,200,200,200,0,167,49467,49300,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200|200-lllll-5_2.json,3,498199,NA,5496,NA,174,188,48938,49716,48764,49528,35.3043,200,200,200,200,200,200,0,0,200,200,200,0,200,199,199,1,200,200,200,0,227,49548,49321,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200|200-lllll-5_3.json,3,481962,NA,5514,NA,108,185,49012,49614,48904,49429,33.5219,200,200,200,200,200,200,0,0,200,200,200,0,200,200,200,0,200,200,200,0,157,49393,49236,NA,NA,NA,NA,NA,NA
results/algorithm1/alg1-prob-3-200|200|200|200|200-lllll-5_4.json,3,481962,NA,5514,NA,108,185,49012,49614,48904,49429,35.2724,200,200,200,200,200,200,0,0,200,200,200,0,200,200,200,0,200,200,200,0,157,49393,49236,NA,NA,NA,NA,NA,NA
