prefix,Y1_size,Y2_size,U,U_time,dominated_points,dominated_relative_Y2,t1,t2,s1,s2,seed,ub_level,Y_size,Yn_size
m-m_10_10_all_5_,10,10,14,0.0023641586303710938,1,0.1,m,m,10,10,5,all,100,34
m-u_10_10_all_1_,10,10,31,0.004889011383056641,4,0.4,m,u,10,10,1,all,100,36
m-u_10_10_all_2_,10,10,36,0.00427699089050293,3,0.3,m,u,10,10,2,all,100,26
m-u_10_10_all_3_,10,10,22,0.0043027400970458984,3,0.3,m,u,10,10,3,all,100,39
m-u_10_10_all_4_,10,10,25,0.003659963607788086,1,0.1,m,u,10,10,4,all,100,27
m-u_10_10_all_5_,10,10,30,0.003582000732421875,5,0.5,m,u,10,10,5,all,100,32
u-l_10_10_all_1_,10,10,16,0.0024161338806152344,0,0.0,u,l,10,10,1,all,100,32
u-l_10_10_all_2_,10,10,10,0.0012049674987792969,0,0.0,u,l,10,10,2,all,100,21
u-l_10_10_all_3_,10,10,16,0.0026650428771972656,0,0.0,u,l,10,10,3,all,100,39
u-l_10_10_all_4_,10,10,11,0.0014190673828125,0,0.0,u,l,10,10,4,all,100,27
u-l_10_10_all_5_,10,10,13,0.0026559829711914062,0,0.0,u,l,10,10,5,all,100,46
u-m_10_10_all_1_,10,10,10,0.0013010501861572266,0,0.0,u,m,10,10,1,all,100,32
u-m_10_10_all_2_,10,10,10,0.0015957355499267578,0,0.0,u,m,10,10,2,all,100,27
u-m_10_10_all_3_,10,10,19,0.0035300254821777344,0,0.0,u,m,10,10,3,all,100,39
u-m_10_10_all_4_,10,10,10,0.0013208389282226562,0,0.0,u,m,10,10,4,all,100,26
u-m_10_10_all_5_,10,10,15,0.002401113510131836,0,0.0,u,m,10,10,5,all,100,36
u-u_10_10_all_1_,10,10,27,0.004623889923095703,4,0.4,u,u,10,10,1,all,100,38
u-u_10_10_all_2_,10,10,21,0.002682924270629883,0,0.0,u,u,10,10,2,all,100,30
u-u_10_10_all_3_,10,10,14,0.0029840469360351562,0,0.0,u,u,10,10,3,all,100,41
u-u_10_10_all_4_,10,10,10,0.0013689994812011719,0,0.0,u,u,10,10,4,all,100,30
u-u_10_10_all_5_,10,10,15,0.0027053356170654297,0,0.0,u,u,10,10,5,all,100,38
l-l_50_50_lexmin_1_,50,50,81,0.1456000804901123,0,0.0,l,l,50,50,1,lexmin,2500,410
l-l_50_50_lexmin_2_,50,50,126,0.22035622596740723,0,0.0,l,l,50,50,2,lexmin,2500,368
l-l_50_50_lexmin_3_,50,50,77,0.14433789253234863,0,0.0,l,l,50,50,3,lexmin,2500,296
l-l_50_50_lexmin_4_,50,50,135,0.25065112113952637,0,0.0,l,l,50,50,4,lexmin,2500,368
l-l_50_50_lexmin_5_,50,50,72,0.12383580207824707,0,0.0,l,l,50,50,5,lexmin,2500,410
l-m_50_50_lexmin_1_,50,50,67,0.11687088012695312,0,0.0,l,m,50,50,1,lexmin,2500,273
l-m_50_50_lexmin_2_,50,50,70,0.11243700981140137,0,0.0,l,m,50,50,2,lexmin,2500,223
l-m_50_50_lexmin_3_,50,50,99,0.18793511390686035,0,0.0,l,m,50,50,3,lexmin,2500,250
l-m_50_50_lexmin_4_,50,50,81,0.14175009727478027,0,0.0,l,m,50,50,4,lexmin,2500,225
l-m_50_50_lexmin_5_,50,50,143,0.26509714126586914,0,0.0,l,m,50,50,5,lexmin,2500,229
l-u_50_50_lexmin_1_,50,50,105,0.18493890762329102,16,0.32,l,u,50,50,1,lexmin,2500,164
l-u_50_50_lexmin_2_,50,50,126,0.24302005767822266,31,0.62,l,u,50,50,2,lexmin,2500,189
l-u_50_50_lexmin_3_,50,50,83,0.1553201675415039,21,0.42,l,u,50,50,3,lexmin,2500,203
l-u_50_50_lexmin_4_,50,50,77,0.13837909698486328,28,0.56,l,u,50,50,4,lexmin,2500,177
l-u_50_50_lexmin_5_,50,50,93,0.16235899925231934,18,0.36,l,u,50,50,5,lexmin,2500,245
m-l_50_50_lexmin_1_,50,50,58,0.09983682632446289,0,0.0,m,l,50,50,1,lexmin,2500,229
m-l_50_50_lexmin_2_,50,50,50,0.08461976051330566,0,0.0,m,l,50,50,2,lexmin,2500,225
m-l_50_50_lexmin_3_,50,50,68,0.11525917053222656,0,0.0,m,l,50,50,3,lexmin,2500,250
m-l_50_50_lexmin_4_,50,50,51,0.09010982513427734,0,0.0,m,l,50,50,4,lexmin,2500,223
m-l_50_50_lexmin_5_,50,50,58,0.1035158634185791,0,0.0,m,l,50,50,5,lexmin,2500,273
m-m_50_50_lexmin_1_,50,50,68,0.11050796508789062,0,0.0,m,m,50,50,1,lexmin,2500,298
m-m_50_50_lexmin_2_,50,50,90,0.1531977653503418,0,0.0,m,m,50,50,2,lexmin,2500,250
m-m_50_50_lexmin_3_,50,50,81,0.1333601474761963,0,0.0,m,m,50,50,3,lexmin,2500,272
m-m_50_50_lexmin_4_,50,50,82,0.13879609107971191,0,0.0,m,m,50,50,4,lexmin,2500,250
m-m_50_50_lexmin_5_,50,50,93,0.15378093719482422,0,0.0,m,m,50,50,5,lexmin,2500,298
m-u_50_50_lexmin_1_,50,50,52,0.0897681713104248,35,0.7,m,u,50,50,1,lexmin,2500,143
m-u_50_50_lexmin_2_,50,50,79,0.13863205909729004,37,0.74,m,u,50,50,2,lexmin,2500,185
m-u_50_50_lexmin_3_,50,50,53,0.09414792060852051,37,0.74,m,u,50,50,3,lexmin,2500,186
m-u_50_50_lexmin_4_,50,50,51,0.09163427352905273,37,0.74,m,u,50,50,4,lexmin,2500,170
m-u_50_50_lexmin_5_,50,50,85,0.15114188194274902,39,0.78,m,u,50,50,5,lexmin,2500,235
u-l_50_50_lexmin_1_,50,50,96,0.18556594848632812,0,0.0,u,l,50,50,1,lexmin,2500,245
u-l_50_50_lexmin_2_,50,50,87,0.1562209129333496,0,0.0,u,l,50,50,2,lexmin,2500,177
u-l_50_50_lexmin_3_,50,50,92,0.17744183540344238,0,0.0,u,l,50,50,3,lexmin,2500,203
u-l_50_50_lexmin_4_,50,50,68,0.12924480438232422,0,0.0,u,l,50,50,4,lexmin,2500,189
u-l_50_50_lexmin_5_,50,50,97,0.17068099975585938,0,0.0,u,l,50,50,5,lexmin,2500,164
u-m_50_50_lexmin_1_,50,50,83,0.15438127517700195,0,0.0,u,m,50,50,1,lexmin,2500,235
u-m_50_50_lexmin_2_,50,50,35,0.0516057014465332,0,0.0,u,m,50,50,2,lexmin,2500,170
u-m_50_50_lexmin_3_,50,50,81,0.14803194999694824,0,0.0,u,m,50,50,3,lexmin,2500,186
u-m_50_50_lexmin_4_,50,50,84,0.12970590591430664,0,0.0,u,m,50,50,4,lexmin,2500,185
u-m_50_50_lexmin_5_,50,50,39,0.058193206787109375,0,0.0,u,m,50,50,5,lexmin,2500,143
u-u_50_50_lexmin_1_,50,50,89,0.16646885871887207,0,0.0,u,u,50,50,1,lexmin,2500,203
u-u_50_50_lexmin_2_,50,50,87,0.14824700355529785,0,0.0,u,u,50,50,2,lexmin,2500,227
u-u_50_50_lexmin_3_,50,50,95,0.17662787437438965,0,0.0,u,u,50,50,3,lexmin,2500,192
u-u_50_50_lexmin_4_,50,50,113,0.2057340145111084,6,0.12,u,u,50,50,4,lexmin,2500,227
u-u_50_50_lexmin_5_,50,50,58,0.07799601554870605,0,0.0,u,u,50,50,5,lexmin,2500,203
l-l_50_50_extreme_1_,50,50,196,1.281487226486206,0,0.0,l,l,50,50,1,extreme,2500,410
l-l_50_50_extreme_2_,50,50,172,1.081221103668213,0,0.0,l,l,50,50,2,extreme,2500,368
l-l_50_50_extreme_3_,50,50,125,0.6083309650421143,0,0.0,l,l,50,50,3,extreme,2500,296
l-l_50_50_extreme_4_,50,50,187,0.9576668739318848,0,0.0,l,l,50,50,4,extreme,2500,368
l-l_50_50_extreme_5_,50,50,190,1.2460081577301025,0,0.0,l,l,50,50,5,extreme,2500,410
l-m_50_50_extreme_1_,50,50,134,0.42754673957824707,3,0.06,l,m,50,50,1,extreme,2500,273
l-m_50_50_extreme_2_,50,50,82,0.21442413330078125,0,0.0,l,m,50,50,2,extreme,2500,223
l-m_50_50_extreme_3_,50,50,73,0.18053197860717773,2,0.04,l,m,50,50,3,extreme,2500,250
l-m_50_50_extreme_4_,50,50,82,0.24660873413085938,0,0.0,l,m,50,50,4,extreme,2500,225
l-m_50_50_extreme_5_,50,50,105,0.25751709938049316,1,0.02,l,m,50,50,5,extreme,2500,229
l-u_50_50_extreme_1_,50,50,105,0.18435287475585938,16,0.32,l,u,50,50,1,extreme,2500,164
l-u_50_50_extreme_2_,50,50,126,0.2434549331665039,31,0.62,l,u,50,50,2,extreme,2500,189
l-u_50_50_extreme_3_,50,50,83,0.15540313720703125,21,0.42,l,u,50,50,3,extreme,2500,203
l-u_50_50_extreme_4_,50,50,77,0.13835906982421875,28,0.56,l,u,50,50,4,extreme,2500,177
l-u_50_50_extreme_5_,50,50,93,0.16317987442016602,18,0.36,l,u,50,50,5,extreme,2500,245
m-l_50_50_extreme_1_,50,50,98,0.3277890682220459,0,0.0,m,l,50,50,1,extreme,2500,229
m-l_50_50_extreme_2_,50,50,110,0.42548108100891113,0,0.0,m,l,50,50,2,extreme,2500,225
m-l_50_50_extreme_3_,50,50,108,0.4131331443786621,0,0.0,m,l,50,50,3,extreme,2500,250
m-l_50_50_extreme_4_,50,50,95,0.2787778377532959,0,0.0,m,l,50,50,4,extreme,2500,223
m-l_50_50_extreme_5_,50,50,130,0.5942590236663818,0,0.0,m,l,50,50,5,extreme,2500,273
m-m_50_50_extreme_1_,50,50,154,0.44985508918762207,7,0.14,m,m,50,50,1,extreme,2500,298
m-m_50_50_extreme_2_,50,50,125,0.30362796783447266,4,0.08,m,m,50,50,2,extreme,2500,250
m-m_50_50_extreme_3_,50,50,141,0.4242551326751709,2,0.04,m,m,50,50,3,extreme,2500,272
m-m_50_50_extreme_4_,50,50,134,0.3279139995574951,2,0.04,m,m,50,50,4,extreme,2500,250
m-m_50_50_extreme_5_,50,50,165,0.49742817878723145,6,0.12,m,m,50,50,5,extreme,2500,298
m-u_50_50_extreme_1_,50,50,52,0.08752584457397461,35,0.7,m,u,50,50,1,extreme,2500,143
m-u_50_50_extreme_2_,50,50,79,0.14086461067199707,37,0.74,m,u,50,50,2,extreme,2500,185
m-u_50_50_extreme_3_,50,50,53,0.08621811866760254,37,0.74,m,u,50,50,3,extreme,2500,186
m-u_50_50_extreme_4_,50,50,51,0.09110879898071289,37,0.74,m,u,50,50,4,extreme,2500,170
m-u_50_50_extreme_5_,50,50,85,0.14108777046203613,39,0.78,m,u,50,50,5,extreme,2500,235
u-l_50_50_extreme_1_,50,50,78,0.35249876976013184,0,0.0,u,l,50,50,1,extreme,2500,245
u-l_50_50_extreme_2_,50,50,55,0.15699195861816406,0,0.0,u,l,50,50,2,extreme,2500,177
u-l_50_50_extreme_3_,50,50,53,0.15916085243225098,0,0.0,u,l,50,50,3,extreme,2500,203
u-l_50_50_extreme_4_,50,50,57,0.1831810474395752,0,0.0,u,l,50,50,4,extreme,2500,189
u-l_50_50_extreme_5_,50,50,54,0.15744495391845703,0,0.0,u,l,50,50,5,extreme,2500,164
u-m_50_50_extreme_1_,50,50,46,0.09523296356201172,0,0.0,u,m,50,50,1,extreme,2500,235
u-m_50_50_extreme_2_,50,50,23,0.03601408004760742,0,0.0,u,m,50,50,2,extreme,2500,170
u-m_50_50_extreme_3_,50,50,23,0.03388500213623047,0,0.0,u,m,50,50,3,extreme,2500,186
u-m_50_50_extreme_4_,50,50,33,0.06180310249328613,0,0.0,u,m,50,50,4,extreme,2500,185
u-m_50_50_extreme_5_,50,50,18,0.027151823043823242,0,0.0,u,m,50,50,5,extreme,2500,143
u-u_50_50_extreme_1_,50,50,89,0.1674799919128418,0,0.0,u,u,50,50,1,extreme,2500,203
u-u_50_50_extreme_2_,50,50,87,0.14980697631835938,0,0.0,u,u,50,50,2,extreme,2500,227
u-u_50_50_extreme_3_,50,50,95,0.17598581314086914,0,0.0,u,u,50,50,3,extreme,2500,192
u-u_50_50_extreme_4_,50,50,113,0.20650291442871094,6,0.12,u,u,50,50,4,extreme,2500,227
u-u_50_50_extreme_5_,50,50,58,0.07713031768798828,0,0.0,u,u,50,50,5,extreme,2500,203
l-l_50_50_0.25_1_,50,50,197,1.3293490409851074,0,0.0,l,l,50,50,1,0.25,2500,410
l-l_50_50_0.25_2_,50,50,172,1.07840895652771,0,0.0,l,l,50,50,2,0.25,2500,368
l-l_50_50_0.25_3_,50,50,125,0.6338942050933838,0,0.0,l,l,50,50,3,0.25,2500,296
l-l_50_50_0.25_4_,50,50,188,0.9935421943664551,0,0.0,l,l,50,50,4,0.25,2500,368
l-l_50_50_0.25_5_,50,50,190,1.24326491355896,0,0.0,l,l,50,50,5,0.25,2500,410
l-m_50_50_0.25_1_,50,50,143,0.5437471866607666,3,0.06,l,m,50,50,1,0.25,2500,273
l-m_50_50_0.25_2_,50,50,122,0.4427309036254883,1,0.02,l,m,50,50,2,0.25,2500,223
l-m_50_50_0.25_3_,50,50,149,0.43807291984558105,6,0.12,l,m,50,50,3,0.25,2500,250
l-m_50_50_0.25_4_,50,50,118,0.4380817413330078,1,0.02,l,m,50,50,4,0.25,2500,225
l-m_50_50_0.25_5_,50,50,131,0.38124990463256836,3,0.06,l,m,50,50,5,0.25,2500,229
l-u_50_50_0.25_1_,50,50,203,0.5210230350494385,25,0.5,l,u,50,50,1,0.25,2500,164
l-u_50_50_0.25_2_,50,50,169,0.5481259822845459,37,0.74,l,u,50,50,2,0.25,2500,189
l-u_50_50_0.25_3_,50,50,162,0.37639713287353516,37,0.74,l,u,50,50,3,0.25,2500,203
l-u_50_50_0.25_4_,50,50,191,0.3640251159667969,30,0.6,l,u,50,50,4,0.25,2500,177
l-u_50_50_0.25_5_,50,50,162,0.6064839363098145,26,0.52,l,u,50,50,5,0.25,2500,245
m-l_50_50_0.25_1_,50,50,99,0.3342158794403076,0,0.0,m,l,50,50,1,0.25,2500,229
m-l_50_50_0.25_2_,50,50,110,0.42410993576049805,0,0.0,m,l,50,50,2,0.25,2500,225
m-l_50_50_0.25_3_,50,50,111,0.43313002586364746,0,0.0,m,l,50,50,3,0.25,2500,250
m-l_50_50_0.25_4_,50,50,97,0.2889139652252197,0,0.0,m,l,50,50,4,0.25,2500,223
m-l_50_50_0.25_5_,50,50,130,0.5946969985961914,0,0.0,m,l,50,50,5,0.25,2500,273
m-m_50_50_0.25_1_,50,50,163,0.6009321212768555,7,0.14,m,m,50,50,1,0.25,2500,298
m-m_50_50_0.25_2_,50,50,134,0.41428303718566895,8,0.16,m,m,50,50,2,0.25,2500,250
m-m_50_50_0.25_3_,50,50,159,0.6685190200805664,5,0.1,m,m,50,50,3,0.25,2500,272
m-m_50_50_0.25_4_,50,50,133,0.44103240966796875,5,0.1,m,m,50,50,4,0.25,2500,250
m-m_50_50_0.25_5_,50,50,178,0.692835807800293,7,0.14,m,m,50,50,5,0.25,2500,298
m-u_50_50_0.25_1_,50,50,102,0.2646059989929199,35,0.7,m,u,50,50,1,0.25,2500,143
m-u_50_50_0.25_2_,50,50,161,0.5188007354736328,37,0.74,m,u,50,50,2,0.25,2500,185
m-u_50_50_0.25_3_,50,50,108,0.23100805282592773,37,0.74,m,u,50,50,3,0.25,2500,186
m-u_50_50_0.25_4_,50,50,70,0.1211390495300293,37,0.74,m,u,50,50,4,0.25,2500,170
m-u_50_50_0.25_5_,50,50,122,0.5113351345062256,39,0.78,m,u,50,50,5,0.25,2500,235
u-l_50_50_0.25_1_,50,50,79,0.36863112449645996,0,0.0,u,l,50,50,1,0.25,2500,245
u-l_50_50_0.25_2_,50,50,55,0.15422391891479492,0,0.0,u,l,50,50,2,0.25,2500,177
u-l_50_50_0.25_3_,50,50,55,0.17154908180236816,0,0.0,u,l,50,50,3,0.25,2500,203
u-l_50_50_0.25_4_,50,50,58,0.18766474723815918,0,0.0,u,l,50,50,4,0.25,2500,189
u-l_50_50_0.25_5_,50,50,54,0.15704107284545898,0,0.0,u,l,50,50,5,0.25,2500,164
u-m_50_50_0.25_1_,50,50,55,0.15142297744750977,0,0.0,u,m,50,50,1,0.25,2500,235
u-m_50_50_0.25_2_,50,50,51,0.15983176231384277,0,0.0,u,m,50,50,2,0.25,2500,170
u-m_50_50_0.25_3_,50,50,33,0.05982828140258789,0,0.0,u,m,50,50,3,0.25,2500,186
u-m_50_50_0.25_4_,50,50,42,0.09466981887817383,0,0.0,u,m,50,50,4,0.25,2500,185
u-m_50_50_0.25_5_,50,50,26,0.04849720001220703,0,0.0,u,m,50,50,5,0.25,2500,143
u-u_50_50_0.25_1_,50,50,95,0.3153069019317627,0,0.0,u,u,50,50,1,0.25,2500,203
u-u_50_50_0.25_2_,50,50,91,0.31917619705200195,0,0.0,u,u,50,50,2,0.25,2500,227
u-u_50_50_0.25_3_,50,50,85,0.25397396087646484,0,0.0,u,u,50,50,3,0.25,2500,192
u-u_50_50_0.25_4_,50,50,129,0.299572229385376,6,0.12,u,u,50,50,4,0.25,2500,227
u-u_50_50_0.25_5_,50,50,94,0.30301403999328613,0,0.0,u,u,50,50,5,0.25,2500,203
l-l_50_50_0.5_1_,50,50,203,1.428947925567627,0,0.0,l,l,50,50,1,0.5,2500,410
l-l_50_50_0.5_2_,50,50,171,1.1113567352294922,0,0.0,l,l,50,50,2,0.5,2500,368
l-l_50_50_0.5_3_,50,50,125,0.6543781757354736,0,0.0,l,l,50,50,3,0.5,2500,296
l-l_50_50_0.5_4_,50,50,194,1.1183009147644043,0,0.0,l,l,50,50,4,0.5,2500,368
l-l_50_50_0.5_5_,50,50,191,1.2833869457244873,0,0.0,l,l,50,50,5,0.5,2500,410
l-m_50_50_0.5_1_,50,50,182,0.7847180366516113,5,0.1,l,m,50,50,1,0.5,2500,273
l-m_50_50_0.5_2_,50,50,116,0.3857309818267822,8,0.16,l,m,50,50,2,0.5,2500,223
l-m_50_50_0.5_3_,50,50,151,0.47336602210998535,9,0.18,l,m,50,50,3,0.5,2500,250
l-m_50_50_0.5_4_,50,50,111,0.40652894973754883,5,0.1,l,m,50,50,4,0.5,2500,225
l-m_50_50_0.5_5_,50,50,149,0.48728108406066895,7,0.14,l,m,50,50,5,0.5,2500,229
l-u_50_50_0.5_1_,50,50,239,0.6259300708770752,26,0.52,l,u,50,50,1,0.5,2500,164
l-u_50_50_0.5_2_,50,50,241,0.7982640266418457,37,0.74,l,u,50,50,2,0.5,2500,189
l-u_50_50_0.5_3_,50,50,162,0.3766636848449707,37,0.74,l,u,50,50,3,0.5,2500,203
l-u_50_50_0.5_4_,50,50,191,0.36931371688842773,30,0.6,l,u,50,50,4,0.5,2500,177
l-u_50_50_0.5_5_,50,50,162,0.6132650375366211,26,0.52,l,u,50,50,5,0.5,2500,245
m-l_50_50_0.5_1_,50,50,100,0.3836851119995117,0,0.0,m,l,50,50,1,0.5,2500,229
m-l_50_50_0.5_2_,50,50,112,0.443418025970459,0,0.0,m,l,50,50,2,0.5,2500,225
m-l_50_50_0.5_3_,50,50,114,0.4644160270690918,0,0.0,m,l,50,50,3,0.5,2500,250
m-l_50_50_0.5_4_,50,50,99,0.3173961639404297,0,0.0,m,l,50,50,4,0.5,2500,223
m-l_50_50_0.5_5_,50,50,132,0.6166472434997559,0,0.0,m,l,50,50,5,0.5,2500,273
m-m_50_50_0.5_1_,50,50,198,0.8636372089385986,7,0.14,m,m,50,50,1,0.5,2500,298
m-m_50_50_0.5_2_,50,50,143,0.5465490818023682,10,0.2,m,m,50,50,2,0.5,2500,250
m-m_50_50_0.5_3_,50,50,176,0.7957391738891602,6,0.12,m,m,50,50,3,0.5,2500,272
m-m_50_50_0.5_4_,50,50,152,0.5307309627532959,10,0.2,m,m,50,50,4,0.5,2500,250
m-m_50_50_0.5_5_,50,50,210,0.894118070602417,10,0.2,m,m,50,50,5,0.5,2500,298
m-u_50_50_0.5_1_,50,50,102,0.2707068920135498,35,0.7,m,u,50,50,1,0.5,2500,143
m-u_50_50_0.5_2_,50,50,161,0.5174911022186279,37,0.74,m,u,50,50,2,0.5,2500,185
m-u_50_50_0.5_3_,50,50,108,0.23151397705078125,37,0.74,m,u,50,50,3,0.5,2500,186
m-u_50_50_0.5_4_,50,50,70,0.12375903129577637,37,0.74,m,u,50,50,4,0.5,2500,170
m-u_50_50_0.5_5_,50,50,122,0.4860701560974121,39,0.78,m,u,50,50,5,0.5,2500,235
u-l_50_50_0.5_1_,50,50,80,0.37146496772766113,0,0.0,u,l,50,50,1,0.5,2500,245
u-l_50_50_0.5_2_,50,50,56,0.15935015678405762,0,0.0,u,l,50,50,2,0.5,2500,177
u-l_50_50_0.5_3_,50,50,57,0.17963910102844238,0,0.0,u,l,50,50,3,0.5,2500,203
u-l_50_50_0.5_4_,50,50,60,0.19703316688537598,0,0.0,u,l,50,50,4,0.5,2500,189
u-l_50_50_0.5_5_,50,50,55,0.17527985572814941,0,0.0,u,l,50,50,5,0.5,2500,164
u-m_50_50_0.5_1_,50,50,64,0.2187662124633789,0,0.0,u,m,50,50,1,0.5,2500,235
u-m_50_50_0.5_2_,50,50,39,0.08227801322937012,0,0.0,u,m,50,50,2,0.5,2500,170
u-m_50_50_0.5_3_,50,50,44,0.1041557788848877,0,0.0,u,m,50,50,3,0.5,2500,186
u-m_50_50_0.5_4_,50,50,45,0.1134037971496582,0,0.0,u,m,50,50,4,0.5,2500,185
u-m_50_50_0.5_5_,50,50,34,0.07569503784179688,0,0.0,u,m,50,50,5,0.5,2500,143
u-u_50_50_0.5_1_,50,50,103,0.34528398513793945,0,0.0,u,u,50,50,1,0.5,2500,203
u-u_50_50_0.5_2_,50,50,92,0.33698320388793945,0,0.0,u,u,50,50,2,0.5,2500,227
u-u_50_50_0.5_3_,50,50,80,0.24759602546691895,0,0.0,u,u,50,50,3,0.5,2500,192
u-u_50_50_0.5_4_,50,50,143,0.4011211395263672,6,0.12,u,u,50,50,4,0.5,2500,227
u-u_50_50_0.5_5_,50,50,61,0.14786314964294434,0,0.0,u,u,50,50,5,0.5,2500,203
l-l_50_50_0.75_1_,50,50,212,1.502155065536499,0,0.0,l,l,50,50,1,0.75,2500,410
l-l_50_50_0.75_2_,50,50,171,1.1009931564331055,0,0.0,l,l,50,50,2,0.75,2500,368
l-l_50_50_0.75_3_,50,50,123,0.6548891067504883,0,0.0,l,l,50,50,3,0.75,2500,296
l-l_50_50_0.75_4_,50,50,198,1.2254531383514404,0,0.0,l,l,50,50,4,0.75,2500,368
l-l_50_50_0.75_5_,50,50,188,1.2723071575164795,0,0.0,l,l,50,50,5,0.75,2500,410
l-m_50_50_0.75_1_,50,50,183,0.8029820919036865,9,0.18,l,m,50,50,1,0.75,2500,273
l-m_50_50_0.75_2_,50,50,147,0.5331070423126221,17,0.34,l,m,50,50,2,0.75,2500,223
l-m_50_50_0.75_3_,50,50,181,0.619492769241333,9,0.18,l,m,50,50,3,0.75,2500,250
l-m_50_50_0.75_4_,50,50,117,0.45395779609680176,8,0.16,l,m,50,50,4,0.75,2500,225
l-m_50_50_0.75_5_,50,50,184,0.6699628829956055,9,0.18,l,m,50,50,5,0.75,2500,229
l-u_50_50_0.75_1_,50,50,290,0.8222870826721191,27,0.54,l,u,50,50,1,0.75,2500,164
l-u_50_50_0.75_2_,50,50,241,0.823714017868042,37,0.74,l,u,50,50,2,0.75,2500,189
l-u_50_50_0.75_3_,50,50,162,0.38930201530456543,37,0.74,l,u,50,50,3,0.75,2500,203
l-u_50_50_0.75_4_,50,50,259,0.5407049655914307,31,0.62,l,u,50,50,4,0.75,2500,177
l-u_50_50_0.75_5_,50,50,322,1.3101890087127686,26,0.52,l,u,50,50,5,0.75,2500,245
m-l_50_50_0.75_1_,50,50,102,0.4025731086730957,0,0.0,m,l,50,50,1,0.75,2500,229
m-l_50_50_0.75_2_,50,50,112,0.4525010585784912,0,0.0,m,l,50,50,2,0.75,2500,225
m-l_50_50_0.75_3_,50,50,116,0.4894847869873047,0,0.0,m,l,50,50,3,0.75,2500,250
m-l_50_50_0.75_4_,50,50,102,0.3652770519256592,0,0.0,m,l,50,50,4,0.75,2500,223
m-l_50_50_0.75_5_,50,50,134,0.6423439979553223,0,0.0,m,l,50,50,5,0.75,2500,273
m-m_50_50_0.75_1_,50,50,195,0.9231400489807129,7,0.14,m,m,50,50,1,0.75,2500,298
m-m_50_50_0.75_2_,50,50,159,0.6272671222686768,25,0.5,m,m,50,50,2,0.75,2500,250
m-m_50_50_0.75_3_,50,50,183,0.8475236892700195,7,0.14,m,m,50,50,3,0.75,2500,272
m-m_50_50_0.75_4_,50,50,167,0.6618270874023438,13,0.26,m,m,50,50,4,0.75,2500,250
m-m_50_50_0.75_5_,50,50,225,1.0940887928009033,12,0.24,m,m,50,50,5,0.75,2500,298
m-u_50_50_0.75_1_,50,50,102,0.27547478675842285,35,0.7,m,u,50,50,1,0.75,2500,143
m-u_50_50_0.75_2_,50,50,161,0.5370171070098877,37,0.74,m,u,50,50,2,0.75,2500,185
m-u_50_50_0.75_3_,50,50,108,0.24518990516662598,37,0.74,m,u,50,50,3,0.75,2500,186
m-u_50_50_0.75_4_,50,50,70,0.12764286994934082,37,0.74,m,u,50,50,4,0.75,2500,170
m-u_50_50_0.75_5_,50,50,122,0.49776220321655273,39,0.78,m,u,50,50,5,0.75,2500,235
u-l_50_50_0.75_1_,50,50,81,0.3868439197540283,0,0.0,u,l,50,50,1,0.75,2500,245
u-l_50_50_0.75_2_,50,50,56,0.16507411003112793,0,0.0,u,l,50,50,2,0.75,2500,177
u-l_50_50_0.75_3_,50,50,59,0.1962289810180664,0,0.0,u,l,50,50,3,0.75,2500,203
u-l_50_50_0.75_4_,50,50,62,0.21374106407165527,0,0.0,u,l,50,50,4,0.75,2500,189
u-l_50_50_0.75_5_,50,50,56,0.17350196838378906,0,0.0,u,l,50,50,5,0.75,2500,164
u-m_50_50_0.75_1_,50,50,70,0.2885119915008545,0,0.0,u,m,50,50,1,0.75,2500,235
u-m_50_50_0.75_2_,50,50,41,0.09212088584899902,0,0.0,u,m,50,50,2,0.75,2500,170
u-m_50_50_0.75_3_,50,50,50,0.1367809772491455,0,0.0,u,m,50,50,3,0.75,2500,186
u-m_50_50_0.75_4_,50,50,55,0.17441105842590332,0,0.0,u,m,50,50,4,0.75,2500,185
u-m_50_50_0.75_5_,50,50,43,0.1100459098815918,0,0.0,u,m,50,50,5,0.75,2500,143
u-u_50_50_0.75_1_,50,50,114,0.40563106536865234,0,0.0,u,u,50,50,1,0.75,2500,203
u-u_50_50_0.75_2_,50,50,100,0.3873729705810547,0,0.0,u,u,50,50,2,0.75,2500,227
u-u_50_50_0.75_3_,50,50,74,0.22896599769592285,0,0.0,u,u,50,50,3,0.75,2500,192
u-u_50_50_0.75_4_,50,50,150,0.47002124786376953,6,0.12,u,u,50,50,4,0.75,2500,227
u-u_50_50_0.75_5_,50,50,70,0.18285417556762695,0,0.0,u,u,50,50,5,0.75,2500,203
l-l_50_50_all_1_,50,50,212,1.5332179069519043,0,0.0,l,l,50,50,1,all,2500,410
l-l_50_50_all_2_,50,50,174,1.1514360904693604,0,0.0,l,l,50,50,2,all,2500,368
l-l_50_50_all_3_,50,50,123,0.6679501533508301,0,0.0,l,l,50,50,3,all,2500,296
l-l_50_50_all_4_,50,50,204,1.321192741394043,0,0.0,l,l,50,50,4,all,2500,368
l-l_50_50_all_5_,50,50,189,1.3004872798919678,0,0.0,l,l,50,50,5,all,2500,410
l-m_50_50_all_1_,50,50,210,1.041085958480835,11,0.22,l,m,50,50,1,all,2500,273
l-m_50_50_all_2_,50,50,156,0.6429228782653809,20,0.4,l,m,50,50,2,all,2500,223
l-m_50_50_all_3_,50,50,195,0.7324459552764893,10,0.2,l,m,50,50,3,all,2500,250
